,mBERT,Chinese-BERT,MacBERT,XLM-R-base,XLM-R-large,ERNIE-3.0,UER-tiny,UER-small
烑,False,False,False,False,False,True,False,False
烒,False,False,False,False,False,True,False,False
烓,False,False,False,False,False,True,False,False
烔,False,False,False,False,False,True,False,False
烕,False,False,False,False,False,True,False,False
烖,False,False,False,False,False,True,False,False
烗,False,False,False,False,False,True,False,False
烘,True,True,True,False,False,True,True,True
烙,True,True,True,False,False,True,True,True
烚,False,False,False,False,False,True,False,False
烛,True,True,True,False,False,True,True,True
烜,False,False,False,False,False,True,False,False
烝,False,False,False,False,False,True,False,False
烞,False,False,False,False,False,True,False,False
烟,True,True,True,False,False,True,True,True
烠,False,False,False,False,False,True,False,False
烡,False,False,False,False,False,True,False,False
烢,False,False,False,False,False,True,False,False
烣,False,False,False,False,False,True,False,False
烤,True,True,True,False,False,True,True,True
烥,False,False,False,False,False,True,False,False
烦,True,True,True,False,False,True,True,True
烧,True,True,True,False,False,True,True,True
烨,True,True,True,False,False,True,True,True
烩,False,True,True,False,False,True,True,True
烪,False,False,False,False,False,True,False,False
烫,True,True,True,False,False,True,True,True
烬,False,True,True,False,False,True,True,True
热,True,True,True,False,False,True,True,True
烮,False,False,False,False,False,True,False,False
烯,True,True,True,False,False,True,True,True
烰,False,False,False,False,False,True,False,False
烱,False,False,False,False,False,True,False,False
烲,False,False,False,False,False,True,False,False
烳,False,False,False,False,False,True,False,False
烴,True,False,False,False,False,True,False,False
烵,False,False,False,False,False,True,False,False
烶,False,False,False,False,False,True,False,False
烷,True,True,True,False,False,True,True,True
烸,False,False,False,False,False,True,False,False
烹,True,True,True,False,False,True,True,True
烺,False,False,False,False,False,True,False,False
烻,False,False,False,False,False,True,False,False
烼,False,False,False,False,False,True,False,False
烽,True,True,True,False,False,True,True,True
烾,False,False,False,False,False,True,False,False
烿,False,False,False,False,False,True,False,False
焀,False,False,False,False,False,True,False,False
焁,False,False,False,False,False,True,False,False
焂,False,False,False,False,False,True,False,False
焃,False,False,False,False,False,True,False,False
焄,False,False,False,False,False,True,False,False
焅,False,False,False,False,False,True,False,False
焆,False,False,False,False,False,True,False,False
焇,False,False,False,False,False,True,False,False
焈,False,False,False,False,False,True,False,False
焉,True,True,True,False,False,True,True,True
焊,True,True,True,False,False,True,True,True
焋,False,False,False,False,False,True,False,False
焌,False,False,False,False,False,True,False,False
焍,False,False,False,False,False,True,False,False
焎,False,False,False,False,False,True,False,False
焏,False,False,False,False,False,True,False,False
焐,False,False,False,False,False,True,False,False
焑,False,False,False,False,False,True,False,False
焒,False,False,False,False,False,True,False,False
焓,False,False,False,False,False,True,False,False
焔,True,False,False,False,False,True,False,False
焕,True,True,True,False,False,True,True,True
焖,False,True,True,False,False,True,True,True
焗,False,True,True,False,False,True,True,True
焘,True,True,True,False,False,True,True,True
焙,True,True,True,False,False,True,True,True
焚,True,True,True,False,False,True,True,True
焛,False,False,False,False,False,True,False,False
焜,True,True,True,False,False,True,True,True
焝,False,False,False,False,False,True,False,False
焞,False,False,False,False,False,True,False,False
焟,False,False,False,False,False,True,False,False
焠,False,False,False,False,False,True,False,False
無,True,True,True,False,False,True,True,True
焢,False,False,False,False,False,True,False,False
焣,False,False,False,False,False,True,False,False
焤,False,False,False,False,False,True,False,False
焥,False,False,False,False,False,True,False,False
焦,True,True,True,False,False,True,True,True
焧,False,False,False,False,False,True,False,False
焨,False,False,False,False,False,True,False,False
焩,False,False,False,False,False,True,False,False
焪,False,False,False,False,False,True,False,False
焫,False,False,False,False,False,True,False,False
焬,False,False,False,False,False,True,False,False
焭,False,False,False,False,False,True,False,False
焮,False,False,False,False,False,True,False,False
焯,True,True,True,False,False,True,True,True
焰,True,True,True,False,False,True,True,True
焱,False,True,True,False,False,True,True,True
焲,False,False,False,False,False,True,False,False
焳,False,False,False,False,False,True,False,False
焴,False,False,False,False,False,True,False,False
焵,False,False,False,False,False,True,False,False
然,True,True,True,False,False,True,True,True
焷,False,False,False,False,False,True,False,False
焸,False,False,False,False,False,True,False,False
焹,False,False,False,False,False,True,False,False
焺,False,False,False,False,False,True,False,False
焻,False,False,False,False,False,True,False,False
焼,True,True,True,False,False,True,True,True
焽,False,False,False,False,False,True,False,False
焾,False,False,False,False,False,True,False,False
焿,False,False,False,False,False,True,False,False
煀,False,False,False,False,False,True,False,False
煁,False,False,False,False,False,True,False,False
煂,False,False,False,False,False,True,False,False
煃,False,False,False,False,False,True,False,False
煄,False,False,False,False,False,True,False,False
煅,False,True,True,False,False,True,True,True
煆,False,False,False,False,False,True,False,False
煇,True,False,False,False,False,True,False,False
煈,False,False,False,False,False,True,False,False
煉,True,True,True,False,False,True,True,True
煊,True,True,True,False,False,True,True,True
煋,False,False,False,False,False,True,False,False
煌,True,True,True,False,False,True,True,True
煍,False,False,False,False,False,True,False,False
煎,True,True,True,False,False,True,True,True
煏,False,False,False,False,False,True,False,False
煐,False,False,False,False,False,True,False,False
煑,False,False,False,False,False,True,False,False
煒,True,True,True,False,False,True,True,True
煓,False,False,False,False,False,True,False,False
煔,False,False,False,False,False,True,False,False
煕,True,False,False,False,False,True,False,False
煖,False,True,True,False,False,True,True,True
煗,False,False,False,False,False,True,False,False
煘,False,False,False,False,False,True,False,False
煙,True,True,True,False,False,True,True,True
煚,False,False,False,False,False,True,False,False
煛,False,False,False,False,False,True,False,False
煜,True,True,True,False,False,True,True,True
煝,False,False,False,False,False,True,False,False
煞,True,True,True,False,False,True,True,True
煟,False,False,False,False,False,True,False,False
煠,False,False,False,False,False,True,False,False
煡,False,False,False,False,False,True,False,False
煢,False,False,False,False,False,True,False,False
煣,False,False,False,False,False,True,False,False
煤,True,True,True,False,False,True,True,True
煥,True,True,True,False,False,True,True,True
煦,True,True,True,False,False,True,True,True
照,True,True,True,False,False,True,True,True
煨,False,True,True,False,False,True,True,True
煩,True,True,True,False,False,True,True,True
煪,False,False,False,False,False,True,False,False
煫,False,False,False,False,False,True,False,False
煬,True,False,False,False,False,True,False,False
煭,False,False,False,False,False,True,False,False
煮,True,True,True,False,False,True,True,True
煯,False,False,False,False,False,True,False,False
煰,False,False,False,False,False,True,False,False
煱,False,False,False,False,False,True,False,False
煲,True,True,True,False,False,True,True,True
煳,False,False,False,False,False,True,False,False
煴,False,False,False,False,False,True,False,False
煵,False,False,False,False,False,True,False,False
煶,False,False,False,False,False,True,False,False
煷,False,False,False,False,False,True,False,False
煸,False,True,True,False,False,True,True,True
煹,False,False,False,False,False,True,False,False
煺,False,False,False,False,False,True,False,False
煻,False,False,False,False,False,True,False,False
煼,False,False,False,False,False,True,False,False
煽,True,True,True,False,False,True,True,True
煾,False,False,False,False,False,True,False,False
煿,False,False,False,False,False,True,False,False
熀,False,False,False,False,False,True,False,False
熁,False,False,False,False,False,True,False,False
熂,False,False,False,False,False,True,False,False
熃,False,False,False,False,False,True,False,False
熄,True,True,True,False,False,True,True,True
熅,False,False,False,False,False,True,False,False
熆,False,False,False,False,False,True,False,False
熇,False,False,False,False,False,True,False,False
熈,False,False,False,False,False,True,False,False
熉,False,False,False,False,False,True,False,False
熊,True,True,True,False,False,True,True,True
熋,False,False,False,False,False,True,False,False
熌,False,False,False,False,False,True,False,False
熍,False,False,False,False,False,True,False,False
熎,False,False,False,False,False,True,False,False
熏,True,True,True,False,False,True,True,True
熐,False,False,False,False,False,True,False,False
熑,False,False,False,False,False,True,False,False
熒,True,True,True,False,False,True,True,True
熓,False,False,False,False,False,True,False,False
熔,True,True,True,False,False,True,True,True
熕,False,False,False,False,False,True,False,False
熖,False,False,False,False,False,True,False,False
熗,False,False,False,False,False,True,False,False
熘,False,False,False,False,False,True,False,False
熙,True,True,True,False,False,True,True,True
熚,False,False,False,False,False,True,False,False
熛,False,False,False,False,False,True,False,False
熜,False,False,False,False,False,True,False,False
熝,False,False,False,False,False,True,False,False
熞,False,False,False,False,False,True,False,False
熟,True,True,True,False,False,True,True,True
熠,False,True,True,False,False,True,True,True
熡,False,False,False,False,False,True,False,False
熢,False,False,False,False,False,True,False,False
熣,False,False,False,False,False,True,False,False
熤,False,False,False,False,False,True,False,False
熥,False,False,False,False,False,True,False,False
熦,False,False,False,False,False,True,False,False
熧,False,False,False,False,False,True,False,False
熨,False,True,True,False,False,True,True,True
熩,False,False,False,False,False,True,False,False
熪,False,False,False,False,False,True,False,False
熫,False,False,False,False,False,True,False,False
熬,True,True,True,False,False,True,True,True
熭,False,False,False,False,False,True,False,False
熮,False,False,False,False,False,True,False,False
熯,False,False,False,False,False,True,False,False
熰,False,False,False,False,False,True,False,False
熱,True,True,True,False,False,True,True,True
熲,False,False,False,False,False,True,False,False
熳,False,False,False,False,False,True,False,False
熴,False,False,False,False,False,True,False,False
熵,True,True,True,False,False,True,True,True
熶,False,False,False,False,False,True,False,False
熷,False,False,False,False,False,True,False,False
熸,False,False,False,False,False,True,False,False
熹,True,True,True,False,False,True,True,True
熺,False,False,False,False,False,True,False,False
熻,False,False,False,False,False,True,False,False
熼,False,False,False,False,False,True,False,False
熽,False,False,False,False,False,True,False,False
熾,True,True,True,False,False,True,True,True
熿,False,False,False,False,False,True,False,False
燀,False,False,False,False,False,True,False,False
燁,True,True,True,False,False,True,True,True
燂,False,False,False,False,False,True,False,False
燃,True,True,True,False,False,True,True,True
燄,False,True,True,False,False,True,True,True
燅,False,False,False,False,False,True,False,False
燆,False,False,False,False,False,True,False,False
燇,False,False,False,False,False,True,False,False
燈,True,True,True,False,False,True,True,True
燉,False,True,True,False,False,True,True,True
燊,True,True,True,False,False,True,True,True
燋,False,False,False,False,False,True,False,False
燌,False,False,False,False,False,True,False,False
燍,False,False,False,False,False,True,False,False
燎,True,True,True,False,False,True,True,True
燏,False,False,False,False,False,True,False,False
燐,True,False,False,False,False,True,False,False
燑,False,False,False,False,False,True,False,False
燒,True,True,True,False,False,True,True,True
燓,False,False,False,False,False,True,False,False
燔,False,True,True,False,False,True,True,True
燕,True,True,True,False,False,True,True,True
燖,False,False,False,False,False,True,False,False
燗,False,False,False,False,False,True,False,False
燘,False,False,False,False,False,True,False,False
燙,True,True,True,False,False,True,True,True
燚,False,False,False,False,False,True,False,False
燛,False,False,False,False,False,True,False,False
燜,False,True,True,False,False,True,True,True
燝,False,False,False,False,False,True,False,False
燞,False,False,False,False,False,True,False,False
營,True,True,True,False,False,True,True,True
燠,False,False,False,False,False,True,False,False
燡,False,False,False,False,False,True,False,False
燢,False,False,False,False,False,True,False,False
燣,False,False,False,False,False,True,False,False
燤,False,False,False,False,False,True,False,False
燥,True,True,True,False,False,True,True,True
燦,True,True,True,False,False,True,True,True
燧,True,True,True,False,False,True,True,True
燨,False,False,False,False,False,True,False,False
燩,False,False,False,False,False,True,False,False
燪,False,False,False,False,False,True,False,False
燫,False,False,False,False,False,True,False,False
燬,False,False,False,False,False,True,False,False
燭,True,True,True,False,False,True,True,True
燮,True,True,True,False,False,True,True,True
燯,False,False,False,False,False,True,False,False
燰,False,False,False,False,False,True,False,False
燱,False,False,False,False,False,True,False,False
燲,False,False,False,False,False,True,False,False
燳,False,False,False,False,False,True,False,False
燴,False,True,True,False,False,True,True,True
燵,False,False,False,False,False,True,False,False
燶,False,False,False,False,False,True,False,False
燷,False,False,False,False,False,True,False,False
燸,False,False,False,False,False,True,False,False
燹,False,False,False,False,False,True,False,False
燺,False,False,False,False,False,True,False,False
燻,True,True,True,False,False,True,True,True
燼,True,True,True,False,False,True,True,True
燽,False,False,False,False,False,True,False,False
燾,True,False,False,False,False,True,False,False
燿,True,True,True,False,False,True,True,True
爀,False,False,False,False,False,True,False,False
爁,False,False,False,False,False,True,False,False
爂,False,False,False,False,False,True,False,False
爃,False,False,False,False,False,True,False,False
爄,False,False,False,False,False,True,False,False
爅,False,False,False,False,False,True,False,False
爆,True,True,True,False,False,True,True,True
爇,False,False,False,False,False,True,False,False
爈,False,False,False,False,False,True,False,False
爉,False,False,False,False,False,True,False,False
爊,False,False,False,False,False,True,False,False
爋,False,False,False,False,False,True,False,False
爌,False,False,False,False,False,True,False,False
爍,True,True,True,False,False,True,True,True
爎,False,False,False,False,False,True,False,False
爏,False,False,False,False,False,True,False,False
爐,True,True,True,False,False,True,True,True
爑,False,False,False,False,False,True,False,False
爒,False,False,False,False,False,True,False,False
爓,False,False,False,False,False,True,False,False
爔,False,False,False,False,False,True,False,False
爕,False,False,False,False,False,True,False,False
爖,False,False,False,False,False,True,False,False
爗,False,False,False,False,False,True,False,False
爘,False,False,False,False,False,True,False,False
爙,False,False,False,False,False,True,False,False
爚,False,False,False,False,False,True,False,False
爛,True,True,True,False,False,True,True,True
爜,False,False,False,False,False,True,False,False
爝,False,False,False,False,False,True,False,False
爞,False,False,False,False,False,True,False,False
爟,False,False,False,False,False,True,False,False
爠,False,False,False,False,False,True,False,False
爡,False,False,False,False,False,True,False,False
爢,False,False,False,False,False,True,False,False
爣,False,False,False,False,False,True,False,False
爤,False,False,False,False,False,True,False,False
爥,False,False,False,False,False,True,False,False
爦,False,False,False,False,False,True,False,False
爧,False,False,False,False,False,True,False,False
爨,True,False,False,False,False,True,False,False
爩,False,False,False,False,False,True,False,False
爪,True,True,True,False,False,True,True,True
爫,False,False,False,False,False,True,False,False
爬,True,True,True,False,False,True,True,True
爭,True,True,True,False,False,True,True,True
爮,False,False,False,False,False,True,False,False
爯,False,False,False,False,False,True,False,False
爰,True,True,True,False,False,True,True,True
爱,True,True,True,False,False,True,True,True
爲,True,True,True,False,False,True,True,True
爳,False,False,False,False,False,True,False,False
爴,False,False,False,False,False,True,False,False
爵,True,True,True,False,False,True,True,True
父,True,True,True,False,False,True,True,True
爷,True,True,True,False,False,True,True,True
爸,True,True,True,False,False,True,True,True
爹,True,True,True,False,False,True,True,True
爺,True,True,True,False,False,True,True,True
爻,True,True,True,False,False,True,True,True
爼,False,False,False,False,False,True,False,False
爽,True,True,True,False,False,True,True,True
爾,True,True,True,False,False,True,True,True
爿,False,False,False,False,False,True,False,False
牀,False,False,False,False,False,True,False,False
牁,False,False,False,False,False,True,False,False
牂,False,False,False,False,False,True,False,False
牃,False,False,False,False,False,True,False,False
牄,False,False,False,False,False,True,False,False
牅,False,False,False,False,False,True,False,False
牆,True,True,True,False,False,True,True,True
片,True,True,True,False,False,True,True,True
版,True,True,True,False,False,True,True,True
牉,False,False,False,False,False,True,False,False
牊,False,False,False,False,False,True,False,False
牋,False,False,False,False,False,True,False,False
牌,True,True,True,False,False,True,True,True
牍,False,True,True,False,False,True,True,True
牎,False,False,False,False,False,True,False,False
牏,False,False,False,False,False,True,False,False
牐,False,False,False,False,False,True,False,False
牑,False,False,False,False,False,True,False,False
牒,True,True,True,False,False,True,True,True
牓,False,False,False,False,False,True,False,False
牔,False,False,False,False,False,True,False,False
牕,False,False,False,False,False,True,False,False
牖,False,False,False,False,False,True,False,False
牗,False,False,False,False,False,True,False,False
牘,False,False,False,False,False,True,False,False
牙,True,True,True,False,False,True,True,True
牚,False,False,False,False,False,True,False,False
牛,True,True,True,False,False,True,True,True
牜,False,False,False,False,False,True,False,False
牝,True,True,True,False,False,True,True,True
牞,False,False,False,False,False,True,False,False
牟,True,True,True,False,False,True,True,True
牠,True,True,True,False,False,True,True,True
牡,True,True,True,False,False,True,True,True
牢,True,True,True,False,False,True,True,True
牣,False,False,False,False,False,True,False,False
牤,False,False,False,False,False,True,False,False
牥,False,False,False,False,False,True,False,False
牦,False,True,True,False,False,True,True,True
牧,True,True,True,False,False,True,True,True
牨,False,False,False,False,False,True,False,False
物,True,True,True,False,False,True,True,True
牪,False,False,False,False,False,True,False,False
牫,False,False,False,False,False,True,False,False
牬,False,False,False,False,False,True,False,False
牭,False,False,False,False,False,True,False,False
牮,False,False,False,False,False,True,False,False
牯,False,True,True,False,False,True,True,True
牰,False,False,False,False,False,True,False,False
牱,False,False,False,False,False,True,False,False
牲,True,True,True,False,False,True,True,True
牳,False,False,False,False,False,True,False,False
牴,False,True,True,False,False,True,True,True
牵,True,True,True,False,False,True,True,True
牶,False,False,False,False,False,True,False,False
牷,False,False,False,False,False,True,False,False
牸,False,False,False,False,False,True,False,False
特,True,True,True,False,False,True,True,True
牺,True,True,True,False,False,True,True,True
牻,False,False,False,False,False,True,False,False
牼,False,False,False,False,False,True,False,False
牽,True,True,True,False,False,True,True,True
牾,False,False,False,False,False,True,False,False
牿,False,False,False,False,False,True,False,False
犀,True,True,True,False,False,True,True,True
犁,True,True,True,False,False,True,True,True
犂,False,False,False,False,False,True,False,False
犃,False,False,False,False,False,True,False,False
犄,False,True,True,False,False,True,True,True
犅,False,False,False,False,False,True,False,False
犆,False,False,False,False,False,True,False,False
犇,False,False,False,False,False,True,False,False
犈,False,False,False,False,False,True,False,False
犉,False,False,False,False,False,True,False,False
犊,False,True,True,False,False,True,True,True
犋,False,False,False,False,False,True,False,False
犌,False,False,False,False,False,True,False,False
犍,True,True,True,False,False,True,True,True
犎,False,False,False,False,False,True,False,False
犏,False,False,False,False,False,True,False,False
犐,False,False,False,False,False,True,False,False
犑,False,False,False,False,False,True,False,False
犒,False,True,True,False,False,True,True,True
犓,False,False,False,False,False,True,False,False
犔,False,False,False,False,False,True,False,False
犕,False,False,False,False,False,True,False,False
犖,False,False,False,False,False,True,False,False
犗,False,False,False,False,False,True,False,False
犘,False,False,False,False,False,True,False,False
犙,False,False,False,False,False,True,False,False
犚,False,False,False,False,False,True,False,False
犛,True,False,False,False,False,True,False,False
犜,False,False,False,False,False,True,False,False
犝,False,False,False,False,False,True,False,False
犞,False,False,False,False,False,True,False,False
犟,False,False,False,False,False,True,False,False
犠,True,False,False,False,False,True,False,False
犡,False,False,False,False,False,True,False,False
犢,True,True,True,False,False,True,True,True
犣,False,False,False,False,False,True,False,False
犤,False,False,False,False,False,True,False,False
犥,False,False,False,False,False,True,False,False
犦,False,False,False,False,False,True,False,False
犧,True,True,True,False,False,True,True,True
犨,False,False,False,False,False,True,False,False
犩,False,False,False,False,False,True,False,False
犪,False,False,False,False,False,True,False,False
犫,False,False,False,False,False,True,False,False
犬,True,True,True,False,False,True,True,True
犭,False,False,False,False,False,True,False,False
犮,False,False,False,False,False,True,False,False
犯,True,True,True,False,False,True,True,True
犰,False,False,False,False,False,True,False,False
犱,False,False,False,False,False,True,False,False
犲,False,False,False,False,False,True,False,False
犳,False,False,False,False,False,True,False,False
犴,False,False,False,False,False,True,False,False
犵,False,False,False,False,False,True,False,False
状,True,True,True,False,False,True,True,True
犷,False,True,True,False,False,True,True,True
犸,False,True,True,False,False,True,True,True
犹,True,True,True,False,False,True,True,True
犺,False,False,False,False,False,True,False,False
犻,False,False,False,False,False,True,False,False
犼,False,False,False,False,False,True,False,False
犽,False,False,False,False,False,True,False,False
犾,False,False,False,False,False,True,False,False
犿,False,False,False,False,False,True,False,False
狀,True,True,True,False,False,True,True,True
狁,False,False,False,False,False,True,False,False
狂,True,True,True,False,False,True,True,True
狃,False,False,False,False,False,True,False,False
狄,True,True,True,False,False,True,True,True
狅,False,False,False,False,False,True,False,False
狆,False,False,False,False,False,True,False,False
狇,False,False,False,False,False,True,False,False
狈,False,True,True,False,False,True,True,True
狉,False,False,False,False,False,True,False,False
狊,False,False,False,False,False,True,False,False
狋,False,False,False,False,False,True,False,False
狌,False,False,False,False,False,True,False,False
狍,False,False,False,False,False,True,False,False
狎,False,True,True,False,False,True,True,True
狏,False,False,False,False,False,True,False,False
狐,True,True,True,False,False,True,True,True
狑,False,False,False,False,False,True,False,False
狒,True,True,True,False,False,True,True,True
狓,False,False,False,False,False,True,False,False
狔,False,False,False,False,False,True,False,False
狕,False,False,False,False,False,True,False,False
狖,False,False,False,False,False,True,False,False
狗,True,True,True,False,False,True,True,True
狘,False,False,False,False,False,True,False,False
狙,True,True,True,False,False,True,True,True
狚,False,False,False,False,False,True,False,False
狛,True,False,False,False,False,True,False,False
狜,False,False,False,False,False,True,False,False
狝,False,False,False,False,False,True,False,False
狞,False,True,True,False,False,True,True,True
狟,False,False,False,False,False,True,False,False
狠,True,True,True,False,False,True,True,True
狡,True,True,True,False,False,True,True,True
狢,False,False,False,False,False,True,False,False
狣,False,False,False,False,False,True,False,False
狤,False,False,False,False,False,True,False,False
狥,False,False,False,False,False,True,False,False
狦,False,False,False,False,False,True,False,False
狧,False,False,False,False,False,True,False,False
狨,False,False,False,False,False,True,False,False
狩,True,True,True,False,False,True,True,True
狪,False,False,False,False,False,True,False,False
狫,False,False,False,False,False,True,False,False
独,True,True,True,False,False,True,True,True
狭,True,True,True,False,False,True,True,True
狮,True,True,True,False,False,True,True,True
狯,False,False,False,False,False,True,False,False
狰,False,True,True,False,False,True,True,True
狱,True,True,True,False,False,True,True,True
狲,False,False,False,False,False,True,False,False
狳,False,False,False,False,False,True,False,False
狴,False,False,False,False,False,True,False,False
狵,False,False,False,False,False,True,False,False
狶,False,False,False,False,False,True,False,False
狷,False,False,False,False,False,True,False,False
狸,True,True,True,False,False,True,True,True
狹,True,True,True,False,False,True,True,True
狺,False,False,False,False,False,True,False,False
狻,False,False,False,False,False,True,False,False
狼,True,True,True,False,False,True,True,True
狽,False,True,True,False,False,True,True,True
狾,False,False,False,False,False,True,False,False
狿,False,False,False,False,False,True,False,False
猀,False,False,False,False,False,True,False,False
猁,False,False,False,False,False,True,False,False
猂,False,False,False,False,False,True,False,False
猃,False,False,False,False,False,True,False,False
猄,False,False,False,False,False,True,False,False
猅,False,False,False,False,False,True,False,False
猆,False,False,False,False,False,True,False,False
猇,False,False,False,False,False,True,False,False
猈,False,False,False,False,False,True,False,False
猉,False,False,False,False,False,True,False,False
猊,False,False,False,False,False,True,False,False
猋,False,False,False,False,False,True,False,False
猌,False,False,False,False,False,True,False,False
猍,False,False,False,False,False,True,False,False
猎,True,True,True,False,False,True,True,True
猏,False,False,False,False,False,True,False,False
猐,False,False,False,False,False,True,False,False
猑,False,False,False,False,False,True,False,False
猒,False,False,False,False,False,True,False,False
猓,False,False,False,False,False,True,False,False
猔,False,False,False,False,False,True,False,False
猕,True,True,True,False,False,True,True,True
猖,True,True,True,False,False,True,True,True
猗,True,True,True,False,False,True,True,True
猘,False,False,False,False,False,True,False,False
猙,False,True,True,False,False,True,True,True
猚,False,False,False,False,False,True,False,False
猛,True,True,True,False,False,True,True,True
猜,True,True,True,False,False,True,True,True
猝,True,True,True,False,False,True,True,True
猞,False,False,False,False,False,True,False,False
猟,True,False,False,False,False,True,False,False
猠,False,False,False,False,False,True,False,False
猡,False,False,False,False,False,True,False,False
猢,False,False,False,False,False,True,False,False
猣,False,False,False,False,False,True,False,False
猤,False,False,False,False,False,True,False,False
猥,True,True,True,False,False,True,True,True
猦,False,False,False,False,False,True,False,False
猧,False,False,False,False,False,True,False,False
猨,False,False,False,False,False,True,False,False
猩,True,True,True,False,False,True,True,True
猪,True,True,True,False,False,True,True,True
猫,True,True,True,False,False,True,True,True
猬,False,True,True,False,False,True,True,True
猭,False,False,False,False,False,True,False,False
献,True,True,True,False,False,True,True,True
猯,False,False,False,False,False,True,False,False
猰,False,False,False,False,False,True,False,False
猱,False,False,False,False,False,True,False,False
猲,False,False,False,False,False,True,False,False
猳,False,False,False,False,False,True,False,False
猴,True,True,True,False,False,True,True,True
猵,False,False,False,False,False,True,False,False
猶,True,True,True,False,False,True,True,True
猷,True,True,True,False,False,True,True,True
猸,False,False,False,False,False,True,False,False
猹,False,False,False,False,False,True,False,False
猺,False,False,False,False,False,True,False,False
猻,False,False,False,False,False,True,False,False
猼,False,False,False,False,False,True,False,False
猽,False,False,False,False,False,True,False,False
猾,True,True,True,False,False,True,True,True
猿,True,True,True,False,False,True,True,True
獀,False,False,False,False,False,True,False,False
獁,False,False,False,False,False,True,False,False
獂,False,False,False,False,False,True,False,False
獃,False,False,False,False,False,True,False,False
獄,True,True,True,False,False,True,True,True
獅,True,True,True,False,False,True,True,True
獆,False,False,False,False,False,True,False,False
獇,False,False,False,False,False,True,False,False
獈,False,False,False,False,False,True,False,False
獉,False,False,False,False,False,True,False,False
獊,False,False,False,False,False,True,False,False
獋,False,False,False,False,False,True,False,False
獌,False,False,False,False,False,True,False,False
獍,False,False,False,False,False,True,False,False
獎,True,True,True,False,False,True,True,True
獏,True,False,False,False,False,True,False,False
獐,True,True,True,False,False,True,True,True
獑,False,False,False,False,False,True,False,False
獒,False,True,True,False,False,True,True,True
獓,False,False,False,False,False,True,False,False
獔,False,False,False,False,False,True,False,False
獕,False,False,False,False,False,True,False,False
獖,False,False,False,False,False,True,False,False
獗,False,True,True,False,False,True,True,True
獘,False,False,False,False,False,True,False,False
獙,False,False,False,False,False,True,False,False
獚,False,False,False,False,False,True,False,False
獛,False,False,False,False,False,True,False,False
獜,False,False,False,False,False,True,False,False
獝,False,False,False,False,False,True,False,False
獞,False,False,False,False,False,True,False,False
獟,False,False,False,False,False,True,False,False
獠,True,True,True,False,False,True,True,True
獡,False,False,False,False,False,True,False,False
獢,False,False,False,False,False,True,False,False
獣,True,True,True,False,False,True,True,True
獤,False,False,False,False,False,True,False,False
獥,False,False,False,False,False,True,False,False
獦,False,False,False,False,False,True,False,False
獧,False,False,False,False,False,True,False,False
獨,True,True,True,False,False,True,True,True
獩,False,False,False,False,False,True,False,False
獪,False,False,False,False,False,True,False,False
獫,False,False,False,False,False,True,False,False
獬,False,False,False,False,False,True,False,False
獭,False,True,True,False,False,True,True,True
獮,False,False,False,False,False,True,False,False
獯,False,False,False,False,False,True,False,False
獰,False,True,True,False,False,True,True,True
獱,False,False,False,False,False,True,False,False
獲,True,True,True,False,False,True,True,True
獳,False,False,False,False,False,True,False,False
獴,False,False,False,False,False,True,False,False
獵,True,True,True,False,False,True,True,True
獶,False,False,False,False,False,True,False,False
獷,False,True,True,False,False,True,True,True
獸,True,True,True,False,False,True,True,True
獹,False,False,False,False,False,True,False,False
獺,True,True,True,False,False,True,True,True
獻,True,True,True,False,False,True,True,True
獼,True,True,True,False,False,True,True,True
獽,False,False,False,False,False,True,False,False
獾,True,True,True,False,False,True,True,True
獿,False,False,False,False,False,True,False,False
玀,False,False,False,False,False,True,False,False
玁,False,False,False,False,False,True,False,False
玂,False,False,False,False,False,True,False,False
玃,False,False,False,False,False,True,False,False
玄,True,True,True,False,False,True,True,True
玅,False,False,False,False,False,True,False,False
玆,False,False,False,False,False,True,False,False
率,True,True,True,False,False,True,True,True
玈,False,False,False,False,False,True,False,False
玉,True,True,True,False,False,True,True,True
玊,False,False,False,False,False,True,False,False
王,True,True,True,True,True,True,True,True
玌,False,False,False,False,False,True,False,False
玍,False,False,False,False,False,True,False,False
玎,False,False,False,False,False,True,False,False
玏,False,False,False,False,False,True,False,False
玐,False,False,False,False,False,True,False,False
玑,False,True,True,False,False,True,True,True
玒,False,False,False,False,False,True,False,False
玓,False,False,False,False,False,True,False,False
玔,False,False,False,False,False,True,False,False
玕,False,False,False,False,False,True,False,False
玖,True,True,True,False,False,True,True,True
玗,False,False,False,False,False,True,False,False
玘,False,False,False,False,False,True,False,False
玙,False,False,False,False,False,True,False,False
玚,False,False,False,False,False,True,False,False
玛,True,True,True,False,False,True,True,True
玜,False,False,False,False,False,True,False,False
玝,False,False,False,False,False,True,False,False
玞,False,False,False,False,False,True,False,False
玟,True,True,True,False,False,True,True,True
玠,True,True,True,False,False,True,True,True
玡,False,False,False,False,False,True,False,False
玢,False,False,False,False,False,True,False,False
玣,False,False,False,False,False,True,False,False
玤,False,False,False,False,False,True,False,False
玥,True,True,True,False,False,True,True,True
玦,False,False,False,False,False,True,False,False
玧,False,False,False,False,False,True,False,False
玨,False,False,False,False,False,True,False,False
玩,True,True,True,False,False,True,True,True
玪,False,False,False,False,False,True,False,False
玫,True,True,True,False,False,True,True,True
玬,False,False,False,False,False,True,False,False
玭,False,False,False,False,False,True,False,False
玮,True,True,True,False,False,True,True,True
